,Unnamed: 0,docid,text_data,dupe_count
409,33364,77066,We want net nuetrality,-1.0
412,1623532,4978356,I want you to keep title 2 applied to net netruality.,-1.0
413,21006,59637,"As Nicolas Economides so concisely stated for Wired magazine on January 5, 2017, ""The invention and commercialization of the internet is one of the things that makes America great. And what makes the internet great is the easy, unrestricted, and free availability of all kinds of information, regardless of the content provider, a regime known as network neutrality. Having supported the fast growth of internet-based companies that currently serve as the backbone of today’s US economy, net neutrality is pro-business, pro-growth, and pro-freedom.""",-1.0
415,2084507,7842386,"Please do not get rid of net neutrality, it is important for the openness of the internet.",-1.0
416,506977,2055194,Free internet is essential to life on this planet,-1.0
417,149971,268838,I support net neutrality. Internet Service Providers should be classified under Title 2.,-1.0
421,1708100,6463702,"Net neutrality keeps the freedom of the press, of the people, and what helps to make sure our 1st amendment rights are kept safe and under the protection of the law. To repeal it is to just accept the monopoly of isp's and ignore key parts of why the internet is a great tool in the first place.",-1.0
424,1950289,7626913,"Keep our internet free. The freedom of the internet and its exchange of information between parties has become a fabric of our society, and the interference of this will be a slippery slope to a world which the entire course of our country's future is determined by a few paid advertisements. I want to be able to see the websites I want, at the speed which I pay for, and not be unknowingly dissuaded from doing so, by big companies such as Comcast or the like. Please keep the internet free of these corporations control and collusion so that we can all enjoy a free internet just like we can enjoy the free air.",-1.0
427,2921999,21813877,"Please support the Net Neutrality consumer safeguards Ñ technically known as ÒTitle IIÓ.   Freedom of speech, individuals and businesses all depend on a free and open Internet.    ",-1.0
428,307496,656089,The current Net Neutrality legislation is a strong protection in support of the consumer. It has not affected the return on investments currently supported by ISP providers in an already relatively monopolized industry.,-1.0
438,319967,708278,I support Strict title 2 regulation of Internet Net Neutrality by the federal government,-1.0
439,514724,2078099,"The proposal to modify the Net Neutrality rules is unwanted, unwarranted, and inexcusably irresponsible. Do not modify or reclassify it's position from a Title 2 regulation. It needs to remain Title 2. Private companies should not have the discretion to throttle the speed of information from any source for any arbitrary reason. The internet is a public utility, full stop. Complete and equal access to all information without the influence of a profit motive is a fundamental component to modern society. The proposed rule changes would jeopardize our ability as a society to freely exchange information without fear of censorship from any sector, including public and private. Thank you for listening",-1.0
446,2422591,9909309,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Dorathy Weiner",-1.0
447,2330651,8724561,I urge the FCC to maintain the current rules on net neutrality. They benefit both consumers and business.,-1.0
448,1090759,3191464,"I support Net Neutrality backed by strong Title-II oversights.  The Internet should be a free forum for exchange of ideas, not with different parts limited by ISPs for profit.",-1.0
449,2931719,21825203,"I shouldn't even have to be writing this.... You guys are dicks. Internet is a basic need these days. Will you die without it? no. But try applying for a job/government aid/pretty much anything else these days without it. It is a fundamental right. In the words of the immortal Jay and Silent Bob:

All you motherfuckers are gonna pay. You are the ones who are the ball-lickers. We're gonna fuck your mothers while you watch and cry like little bitches. Once we get to Hollywood (DC) and find those Miramax (Senator) fucks who are making that movie (repealing net neutrality), we're gonna make 'em eat our shit, then shit out our shit, then eat their shit which is made up of our shit that we made 'em eat. Then you're all you motherfucks are next. Love, Jay and Silent Bob.",-1.0
455,1061954,2987582,"Please keep net neutrality and title two. We cannot trust the greed of Comcast, AT&T, and Verizon to control the internet.

Listen to the people, nobody wants what they are lobbying for!",-1.0
457,134453,246045,Please keep strong net neutrality rules in placed that are backed by title II.,-1.0
458,2311512,8447947,Everyone deserves free access to the net.,-1.0
459,360981,945531,"Net Neutrality and Title II must be preserved.  We cannot trust ISPs to provide free and unfettered access without strong oversight.  If 2017 has shown us anything, it's that what is done will always be about what is best for the ones with the power.",-1.0
461,263127,485655,Maintain Tier 2 enforcement of net neutrality laws. Don't roll back to tier 1 as current administration is trying to.,-1.0
462,531714,2174298,"Please do not role back the net neutrality rules. This is purely driven by monetary reasons, selling our freedoms for the potential profits. Please don't be the human garbage you've shown yourselves to be and for once do what is right.",-1.0
463,2361330,9016522,The internet is free domain.  The internet has expanded the minds of humanity to more than their local environment more than any other form of media in existence.  Limiting and restricting the internet limits humanity in turn.  Leave Net Neutrality alone . You have enough money.,-1.0
464,515362,2141533,Protect net neutrality by keeping ISP's under Title II. Do not deregulate.,-1.0
465,2944167,22088735,"The internet is a basic necessity for me and others like me in my community. Without the open internet, we lose our ability to tell our own stories, find opportunities and define our own destinies.



Internet providers should not have the power to discriminate against certain types of content Ñ especially since people of color and other marginalized folks will suffer the most.



I'm urging FCC Chairman Ajit Pai to preserve real Net Neutrality under the FCC's existing rules and keep broadband internet access classified under Title II.",-1.0
467,212147,388978,"Keep the net neutral. 
Keep net neutrality!!!!",-1.0
468,2358042,9011819,We must preserve net neutrality and Title II. Once it's gone there will be no going back. Millions will be silenced. ,-1.0
469,35138,79388,I am here to express my desire that the current net neutrality laws remain in place and that ISPs remain under Title II regulation. This is an essential issue in this modern digital era. Strong regulation and oversight are necessary as many of these ISPs have been proven to not consider the consumer's best interest in their decision making.,-1.0
470,190290,353215,We feel it is vital that net neutrality be maintained by keeping ISPs in the Title II category.,-1.0
473,1610211,4961610,"Chairman Pai's proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.

As an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.

Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai's pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.

Moreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.

My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.

We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC's proposed rules.

I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.

Thank you!
Toby Ann Reese",-1.0
476,2121137,7925713,I live in Bosnia and Herzegovina.,-1.0
480,2771688,10874587,"Net Neutrality ensures the fundamental  cornerstone of our great nation stay secure even while on the internet. You have a duty as law writers and congressmen to uphold the constitution and draft laws that update with the times that continually uphold our nations values.

Net Neutrality is still with accordance to the constitution and keeps us as people safe from whatever may come by. This isn't relevant to corruption at the head of corporations and businesses, nor is it about corrupt politicians. It is about our rights and standards as citizens of the USA. Net Neutrality upholds these conditions. We mustn't lose sight of what our fore fathers and presidents fought to achieve, and that includes the internet. Keep us going down a great path, and we will surely follow.
Denis Djokic",-1.0
481,194406,359995,"Yeeeeah, gonna need you not to undo the progress we made.",-1.0
482,307537,656337,i stand for net neutrality,-1.0
485,144970,261134,Net neutrality is needed. Please maintain it to protect to provide a fair marketplace.,-1.0
486,1636407,5000658,"In the interest of free speech, please protect and preserve net neutrality. Thank you.",-1.0
488,2378794,9098387,"Keep the internet Open. 



The internet is a tool deeply embedded in the fabric of all aspects of life today, and by allowing Internet service providers the ability to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.



Do you think America should remain a power in intelligence and communication on the world stage? well keep the internet free from censorship by ISPs



Censorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small. All I see are businesses looking to squeeze another dime from any corner that they can.



Thank you!",-1.0
494,1734995,7061668,I am in adamant opposition to this proceeding.,-1.0
498,66470,148200,Preserve net neutrality!!!   Don't give big corporations more power over real people. Why change something that works?,-1.0
500,263842,487261,I support net neutrality backed by the Title 2 oversight of the internet service providers. Please protect net neutrality!,-1.0
502,1954843,7634073,"this makes me extremely upset, how incompetent does one have to be to ruin countless peoples lives/careers that revolve around the internet.",-1.0
506,185012,344788,Please maintain strong net neutrality rules protected by Title II designations,-1.0
508,1772962,7153063,Internet Freedom.  Stop restricting our freedoms and liberties.,-1.0
509,1094152,3196652,I am opposed to the new changes. .I support retaining * AND ENFORCING * strong net nutrality,-1.0
510,1873603,7426328,"Net Neutrality is a right to secrecy and is a private matter. We can't be free, without our right or privacy. Passing over this neutrality would be a step towards communism",-1.0
511,62471,142249,Preserve net neutrality. Do not reclassify ISPs.,-1.0
513,2952419,22100340,I Adrian Bejar im 22 I specifically support strong net neutrality backed by title two oversite of ISP's. Im a gamer and love my Netflix and America. gofccyourselfs .com,-1.0
517,2309027,8437692,Leave the internet the way it is!!! This woukd be really wrong to do to americans!!! ,-1.0
519,462403,1337818,Democracy will not survive without an open internet. Please do not kill Net Neutrality. This would be a terrible blow to everything this country is supposed to stand for.,-1.0
520,1992556,7687263,"Dear FCC Chairman Ajit Pai,

I support the existing Net Neutrality rules, which classify internet service providers under the Title II provision of the Telecommunications Act. Please DO NOT roll back these regulations.

Sincerely,
Lindon Sprowson",-1.0
521,1835180,7345960,"KEEP NET NEUTRAL. As with most businesses, competition, although not perfect, is a effective means to keep prices low and  services high. America is already behind the time sporting slow 4G speeds while other countries have 10g as their top speed. DO NOT create oligopolies where they are not needed. It is not the right of the ISP to determine what is important and what is not. America is about freedom.",-1.0
523,100572,198270,Please do not change the net neutrality rules!,-1.0
524,354186,924314,I'm strongly in favor of Net Neutrality and believe ISP should be classified under title 2 of the Communications Act of 1934,-1.0
525,295353,628982,"Preserve  Net Neutrality....we live in a democracy, remember????",-1.0
528,1478016,4393149,preserve net neutrality!,-1.0
532,2304227,8432660,"The internet was created using public funds. âThe Internet didnât get invented on its own,â President Obama had said. âGovernment research created the Internet so that 'all' the companies could make money off the Internet.â This was said in 2012. How many freakin' times do we need to revisit this issue? In order to maintain free speech for all, Net Neutrality must be maintained. ""All the companies"". Not just the big ones... ""all the companies"".",-1.0
534,2921489,21813328,"Net neutrality is an essential piece to Western democracy and capitalism. In a world where the internet is our primary means of communication and business, allowing service providers to restrict access to such a service is wrong, detrimental, and severely threatens our rights. In short, it goes against everything America stands for. You know what you are doing. No one needs to explain to you the wrong in this. Do the right thing and preserve net neutrality.",-1.0
535,2923661,21815687,"I urge you to support net neutrality. Title 2 protections are necessary for a free and open internet.  The big telecom companies can not be trusted to do what is right for us, the people who depend on an open internet. There is little to no competition for high speed internet access in my area. Only legal regulations can restrain the ISPs from destroying OUR internet.",-1.0
536,1733077,7057967,"Its really simple ! The Internet is NOT yours , its a place to be free ! You should be allowed to do pretty much what ever you want The internet needs freedom. Doesn't meed no monopoly.",-1.0
537,2906920,19267627,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Ann Martin",-1.0
538,1892123,7486677,"Net Neutrality is important because it allows the freedom of information. The access to the Internet and public information has already been added to the set of unalienable rights by the UN; allowing ISPs and other large companies to control what we can an d cannot see is an infringement upon these rights. In a way it is detrimental to the ability of the public to express itself; people will be ""force fed"" promoted content and not allowed to see other content that was previously available. That sounds extremely  similar to censorship across the nation.",-1.0
544,1758869,7108428,Internet should be free and not controlled by Corporations,-1.0
549,2877877,13136805,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Daisy Quarterman",-1.0
551,2297167,8417290,The FCC needs to stand up for the people of the United States and not the lobbyists and corporate ISPs who want to control the internet.,-1.0
552,1805559,7266624,This will be just the beginning for censorship and control over the internet. This CANNOT happen!,-1.0
559,1953656,7632201,DON'T!,-1.0
560,1681425,6007128,"as an employee of a large online organization and as a small business owner with advertising online only for worldwide customers, please do not roll back net neutrality.",-1.0
561,2934748,22019799,Me and millions of other small business entrepreneurs make a living through a free and neutral internet. Please don't take away our businesses and my livelihoods. ,-1.0
562,2921012,21812753,The end of a FREE FLOWING INTERNET WILL BE THE END OF DEMOCRACY and the exchange of information that has propelled many new discoveries and inventions.     Let s make sure we have an independent Internet.,-1.0
563,144052,259622,keep internet neutrality and ISPs in chapter 2,-1.0
569,94108,189536,"I am deeply disturbed by the FCC's interest in loosing regulation on Internet Service Providers. As a consumer and voter, I must insist the agency function exclusively on the behalf of the people. I want strong Net Neutrality under Title II and will settle for no less.",-1.0
571,308217,677926,I support net-neutrality,-1.0
574,2889271,14801716,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Thomas Lytton",-1.0
576,1645467,5010249,"As an engaged 70 year old citizen the internet is my window into the world.  I want it to give me a clear view and live up to it's full potential of connecting the world to promote a more clear understanding of the human experience.  It is so much more than an avenue of commerce.  It has the potential to promote global understanding and bring about peaceful, positive change and betterment for all. 
",-1.0
577,1414,6157,"Having corporations decide which traffic should be faster is not freedom, that's corporatocracy and probably a lot of kleptocracy.",-1.0
585,297742,632497,I suport strong Net Neutrality backed by Title II oversight of ISPs.,-1.0
586,1885156,7469811,"The FCC's plans to roll back net neutrality protections are anti-consumer and gives power to ISPs who already enjoy very little competition and incentive to improve services for customers.  The world relies on the Internet, keep it open.",-1.0
589,1773729,7155302,"I am in strong favor of retaining and enforcing an open internet through maintaining net neutrality principles. Pay for play hurts consumers, the group which this bureau is in existence to protect.",-1.0
590,1870113,7406409,"Etsy Shop https://www.etsy.com/shop/MightyDelighty

Chairman Pai’s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.

As an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.

Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai’s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.

Moreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.

My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.

We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC’s proposed rules.

I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.

Thank you!
Morgan Powers",-1.0
591,283034,592158,"Keep the internet under Title 2 control, we must have a completely neutral internet, and the FCC needs the ability to do so.",-1.0
592,2703743,10483585,"Etsy Shop https://www.etsy.cim/shop/AECHURBACHERUBCAPERS \n\nChairman Pai\xe2\x80\x99s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.\n\nAs an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.\n\nEtsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai\xe2\x80\x99s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.\n\nMoreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.\n\nMy business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.\n\nWe need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC\xe2\x80\x99s proposed rules.\n\nI'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.\n\nThank you!\r\nAlesha Churba ",-1.0
595,42633,102076,"I strongly support Net Neutrality. I also support minimal regulations. And ensuring that ISP's cannot throttle my connection is the bare MINIMUM regulation needed to ensure I can access the internet the way it was intended to: Freely and without restriction. 

Support net neutrality. Don't make the internet shitty. That's what Breitbart news is for.",-1.0
596,2892853,15598226,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Brian Hemingway",-1.0
597,2732738,10523926,"Etsy Shop ttps://www.etsy.com/shop/JenTbyDesign\n\nChairman Pai\xe2\x80\x99s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.\n\nAs an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.\n\nEtsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai\xe2\x80\x99s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.\n\nMoreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.\n\nMy business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.\n\nWe need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC\xe2\x80\x99s proposed rules.\n\nI'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.\n\nThank you!\r\nJennifer Tetreault",-1.0
598,2930132,21822970,"""Restoring Internet Freedom"" is very dangerous to the future of a free and open internet. I strongly oppose anything that weakens net neutrality and harms the innovation brought to us by internet startups.",-1.0
599,291667,618563,Please keep the internet regulated as a utility under Title II and maintain strong protections for Net Neutrality.  This is an important protection for the free exchange of information and ideas that the Internet enables.,-1.0
600,2131649,7952761,"The concept of local community has developed a new face in this age of information. Small online communities have developed and are now a large part of this worlds cultural identity. Once upon a time if one had a problem they would go to my local community and find someone to help me with the problem. That community could have been a Church, bowling team, poker buddies or any social group. Now people have social groups that span the internet and are vital to the free exchange of information.",-1.0
601,1836309,7347632,"I want to express my concern that net neutrality could come to an end.  I believe that a neutral internet is the only way it can run, and if regulations and restrictions are established that it will ruin everything that makes the internet great.

We need open internet that fosters competition, not a closed internet run by corporations and I do not want to give them the power to throttle internet speeds, shut down websites, or mess with the internet in any way.

Thanks,

Justin Hake",-1.0
603,1662254,5027962,I do not agree with the government controlled net neutrality.,-1.0
606,1768439,7144363,"To whom it may concern,
Please save Net Neutrality. The FCC's job is to regulate communications industries on the behalf of the citizen's of the United States. It is in our interest to maintain equal access (and access speed) to all corners of the Internet. Empowering internet providers and communications conglomerates tto charge variable fees, or provide variable speed of access, to different internet sites is clearly in violation of your charge as federal regulators. 

There is no mystery, here. Everyone is aware that the FCC can either represent the citizens of the United States on this issue, or faciliate corporate earnings for communications conglomerates. We are all watching. Government for the people, by the people includes regulating agencies like yourselves. Please do your jobs and maintain Net Neutrality.

With appreciation,

Dr. Joshua Schapiro",-1.0
610,97807,194554,I support preservation of Title II legislation.,-1.0
611,2938962,22032197,"Net neutrality protects all users from corporate bias. Killing net neutrality will create fast and slow lanes for different service providers and will ACTIVELY HARM the economy. Small businesses will be forced to pull their sites, and freelance workers can't afford to pay more for the same speed. By killing net neutrality you are hurting something that connects billions of people and is a staple of life. This will stifle news outlets, hurt artists, and damage the economy. Reinstate net neutrality laws.",-1.0
613,1881430,7456744,the internet is a basic freedom it should be left free setting companies to block what they want is against the first amendment! this is a violation of the constitution!,-1.0
614,2294415,8410233,I want FCC to uphold the free internet rules in place and our rights! Please do sell our rights to ISPs!,-1.0
616,1964936,7650108,"Net neutrality is important to ensure that internet service providers are not able to bias the speed and availability of whichever websites they choose. I am paying the ISPs to receive my internet, and as a consumer I have a right to expect that they are fairly providing service to any website I request.",-1.0
617,2563797,10289114,"Chairman Pai\xe2\x80\x99s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.\n\nAs an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.\n\nEtsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai\xe2\x80\x99s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.\n\nMoreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.\n\nMy business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.\n\nWe need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC\xe2\x80\x99s proposed rules.\n\nI'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.\n\nThank you!\r\nAmy d'acquisto",-1.0
618,2951181,22098677,"Please uphold the regulation of Internet Service Providers under title two - Protect 2015 Net Neutrality Rules!
We are the public consumers of the internet and the FCC is there to regulate in our interests!
Do your job for the American people - do not capitulate to regulatory capture, which a repeal would be a blatant exhibition thereof.
Thank you
WG Roche
10017",-1.0
619,2329650,8707913,It is an absolute outrage to overturn net neutrality . This is rape of the consumer in the name of profit and is the result of having a reprobate in the White House.,-1.0
620,1734933,7061562,"We shun places like China and North Korea for their strict overcontrol of the internet to their citizens. If we start to give ISPs the ability to control how fast we have access to certain sites and then also allow them to not disclose they are doing such, we completely destroy the free sharing of ideas and the fair market of competition between companies. ISPs already have a stranglehold on consumers in terms of availability. A lot of places only have one choice of ISP. Do we really need to give them more power? Are they struggling so bad that they need a leg up from the government? Last I checked Timer Warner, Charter, ect. are doing just fine in terms of profitability. Giving them more power just gives them more profits while crippling the ability to freely share ideas. A free and open internet is how it should be.",-1.0
622,122956,230212,Please keep Title II for the fairness of the Internet. Do not let ISPs take advantage of their consumers.,-1.0
623,1747343,7086250,Do not repeal Title II. The internet should be 100% open to all.,-1.0
624,122506,229510,"To whom it may concern,

Maintaining a free and open internet as it is as a Title II utility is necessary to protect us, the consumer, from unscrupulous business practices.  It is more than a good and service.  In today's modern world, it is necessary to pay bills, find work, and keep our other utilities running.  Protect net neutrality and maintain title II status.

Yours,
Kyle R Solomon",-1.0
627,1653627,5018853,"Net Neutrality makes the internet fair for all users - consumers, small businesses, innovators and big business.  It is part of our freedom of speech right.  Please consider the small guys as you make this decision - Keep the Net Neutral.  Thank you!",-1.0
629,284944,601071,"I support Strong Net Neutrality and Title II oversight of ISPs. Seriously, this doesn't benefit your internet speed either.",-1.0
632,342768,763638,"I am writing to express my strong support to retain the 2015 ruling that implements net neutrality under the Title II classification. I am vehemently opposed to reversing the Title 2 classification and returning to a more ""light touch"" approach.",-1.0
633,358308,936403,I support Net Neutrality and the oversight of Title 2.,-1.0
635,1835707,7346736,Stop being greedy assholes.,-1.0
638,2119382,7921479,Do not take away our internet freedom please.,-1.0
641,2697571,10475094,"Chairman Pai\xe2\x80\x99s proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.\n\nAs an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections.\n\nEtsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai\xe2\x80\x99s pay-to-play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families.\n\nMoreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans.\n\nMy business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.\n\nWe need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC\xe2\x80\x99s proposed rules.\n\nI'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.\n\nThank you!\r\nDavid Page",-1.0
645,2948895,22095374,I support Strong Network Neutrality backed by title II oversight of All ISPs.,-1.0
647,78666,166986,"Dear Chairman,

The Internet is the backbone of the future we are building for ourselves, and we must do everything we can to protect it.  It is vital that this service remain classified as a Title II utility, so that startups can continue to thrive and Americans can continue to access various services, news and other media uninhibited.  Free communication is the foundation of our freedom as a nation.

Sincerely,
-Andrew Wood",-1.0
648,500575,2031093,Do not allow corporations to pillage this  public resource for their profits. Tax payers paid to develop the internet and we deserve net neutrality. To lose net neutrality will destroy civil liberties and cast the US into the same dark waters as other totalitarian countries around the world.,-1.0
653,198830,367266,My wife and I strongly support strict net neutrality rules under Title 2 for ISP's.,-1.0
654,1695932,6422955,"I don't want the internet restricted, ever.",-1.0
664,2381677,9137422,"The FCC was created to protect Americans not businesses. The existing net neutrality rules and Title II rules help to protect Americans from data discrimination, privacy invasion, and access restrictions. In addition, they put small businesses on an equal playing field. 

FCC Chairman Pai’s proposal risks my rights as a citizen. Corporations won’t do the right thing. I want the FCC to uphold all existing Title II net neutrality rules. Thank you.",-1.0
669,2233049,8146802,Please leave the internet free to allow my grandchildren to learn about the world. Free speech and multiple perspectives are essential to real learning.,-1.0
670,1769477,7146275,"Net neutrality is not something that should be controlled by big companies. This freedom protects the little guy, so it should be decided by the little guy. Title II is the way to go.",-1.0
673,2954234,22102872,We need net neutrality! I already have super slow internet. I don't need you throttling the speed even more! Keep net neutrality!!!,-1.0
675,507699,2057347,"Because it protects everyone who uses the Net. We cannot trust the cable companies to do the right thing without regulation. Don't dismantle New Neutrality. 

",-1.0
678,274341,573061,Preserve Title ll,-1.0
679,459876,1308837,The internet is a wonderful opportunity to communicate with the world.  Please eliminate the advertising on the internet.,-1.0
683,1638414,5002781,leave this as it is its working... you're not going to make it better,-1.0
686,2366370,9032585,Everyone deserves easy access to information and entertainment without having to pay an arm and a leg to line someone else's pockets.,-1.0
687,124900,232970,"Support Internet freedom, Net neutrality and title 2",-1.0
688,56118,132841,Preserve net neutrality by keeping Title II,-1.0
691,305852,652113,Healthy economic growth and competition on the web relies on a level playing field via strong regulation of ISPs. I urge the FCC to keep all ISPs categorized as Title 2 entities.,-1.0
692,716404,2587907,Net neutrality keeps the internet free and honest. Please do not vote to end it.,-1.0
693,1769403,7146120,I believe maintaining net neutrality is critical.,-1.0
695,283991,596214,"I strongly support Net Neutrality rules backed by Title II overview ISP. 
Thank you,",-1.0
696,302343,643941,Please keep net neutrality laws intact.,-1.0
697,227697,417777,"I support strong Net Neutrality, backed by strong Title II oversight of ISPs.

Please, don't fix what isn't broken! 

Since the mid 1990s when Title I was switched to Title II, the internet has been an amazing place for creativity and wonder, and Internet Service Providers such as Time Warner Cable and Comcast, who have a massive domineering and controlling monopoly on the FCC and cable providers in general, will have an insurmountable domineering presence on the internet.

Startups will fail, and Netflix, Youtube, Hulu and competing sites and search engines will begin bleeding money trying to pay for ""faster internet channels."" on the respective cable companies, leading to TWC and Comcast having an even bigger monopoly than they already do.",-1.0
702,1664508,5033018,"Dear FCC Chairman Ajit Pai,

I support the existing Net Neutrality rules, which classify internet service providers under the Title II provision of the Telecommunications Act. Please DO NOT roll back these regulations.

Sincerely,
Temple Niesegen",-1.0
