Unnamed: 0.1,Unnamed: 0,docid,text_data,dupe_count,label
2917,527365,2167302,"The idea of Net Neutrality is vitally important to universal free expression of ideas in today's world. Eliminating Net Neutrality would not only stifle freedom in order to line the pockets of a few corporations, but it would also hinder the growth of small businesses, entrepreneurs, and innovators, which is directly counter to what the United States is about. Frankly, anyone who works to undo Net Neutrality has no place determining government policy. Even the ISP's themselves have told their shareholders that Net Neutrality will not harm their business nor will it affect their investment in infrastructure and new technology. Companies are legally required to tell their shareholders the absolute truth with no omissions, so the idea that Net Neutrality will stifle growth or investment is a distracting fog and simply not true. Please, do not alter the rules of Net Neutrality, the internet is a beautiful thing that has connected people and the world in ways never thought possible. It is the new engine that drives much of our civilization and it must be protected from special interests at all costs. Thank you.",-1.0,0
1543,1186515,3289119,"Dear FCC, I'm very concerned about Internet regulation and net neutrality. I would like to encourage Ajit Pai to overturn Barack Obama's plan to control the web. Internet users, rather than Washington bureaucrats, should be empowered to use whatever applications they prefer. Barack Obama's plan to control the web is a exploitation of the open Internet. It disrupted a free market approach that performed remarkably well for two decades with bipartisan approval.",1.0,1
1031,1390703,3913762,"I'd like to share my thoughts on the future of the Internet. I encourage the commission to repeal The previous administration's scheme to regulate broadband. Individual citizens, rather than unelected bureaucrats, should be free to purchase whichever applications we want. The previous administration's scheme to regulate broadband is a distortion of net neutrality. It disrupted a light touch system that performed very, very well for decades with both parties' support.",1.0,1
1697,802628,2727989,"Dear Chairman Pai, Hi, I'd like to comment on Net neutrality. I advocate the commission to undo The Obama Wheeler scheme to control the Internet. Individual citizens, rather than so called experts, should purchase whichever services they desire. The Obama Wheeler scheme to control the Internet is a corruption of net neutrality. It undid a market based approach that performed very, very well for two decades with bipartisan approval.",1.0,1
1613,1375152,3883601,"Dear Chairman Pai, Hi, I'd like to comment on NET NEUTRALITY. I want to recommend you to undo Barack Obama's plan to control broadband. Individual Americans, not unelected bureaucrats, should be able to use whatever products we prefer. Barack Obama's plan to control broadband is a distortion of net neutrality. It reversed a market based system that worked very well for a long time with Republican and Democrat approval.",1.0,1
929,644484,2396860,"FCC, I have thoughts on the future of the Internet. I would like to implore Ajit Pai to rescind Obama's decision to take over the web. Individual citizens, not Washington bureaucrats, should be free to select whichever services they choose. Obama's decision to take over the web is a perversion of net neutrality. It stopped a light touch approach that performed very, very successfully for many years with nearly universal support.",1.0,1
2277,452903,1251716,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet fast lanes by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me. Sincerely, Darren J Eaton",1.0,1
285,734065,2659418,"I'm very worried about Network Neutrality. I strongly implore the commissioners to repeal Obama's order to regulate Internet access. Citizens, not the FCC Enforcement Bureau, ought to purchase which applications they prefer. Obama's order to regulate Internet access is a betrayal of net neutrality. It broke a hands off system that functioned very, very well for two decades with nearly universal support.",1.0,1
499,1217496,3320102,"Dear Commissioners, Hi, I'd like to comment on Network Neutrality. I want to encourage Chairman Pai to repeal Obama's decision to control Internet access. Individual citizens, not the FCC, should be able to purchase whatever applications we desire. Obama's decision to control Internet access is a betrayal of the open Internet. It ended a free market framework that worked supremely successfully for two decades with nearly universal consensus.",1.0,1
2479,1398431,3931724,"Chairman Pai, I would like to comment on net neutrality rules. I would like to encourage the commissioners to undo Barack Obama's policy to take over Internet access. Individual citizens, rather than the FCC Enforcement Bureau, deserve to use which services they prefer. Barack Obama's policy to take over Internet access is a exploitation of net neutrality. It ended a pro consumer framework that worked very, very well for decades with both parties' consensus.",1.0,1
1567,1195189,3297795,"Dear Chairman Pai, I'm concerned about the FCC rules on the Internet. I want to request Chairman Pai to undo The Obama Wheeler scheme to take over the web. Individuals, not Washington bureaucrats, should be free to enjoy which services they prefer. The Obama Wheeler scheme to take over the web is a perversion of net neutrality. It disrupted a hands off approach that worked supremely well for decades with Republican and Democrat support.",1.0,1
2458,1237914,3340521,"To the FCC, I'm concerned about net neutrality regulations. I'd like to encourage you to rescind The previous administration's order to regulate the Internet. Individuals, as opposed to Washington bureaucrats, should be empowered to buy the applications we choose. The previous administration's order to regulate the Internet is a corruption of the open Internet. It undid a pro consumer system that worked exceptionally smoothly for decades with nearly universal backing.",1.0,1
1059,1256527,3359134,"Mr Pai, Hi, I'd like to comment on Title II rules. I strongly encourage the Federal Communications Commission to undo Tom Wheeler's scheme to control Internet access. Americans, not Washington, should buy the products we want. Tom Wheeler's scheme to control Internet access is a betrayal of the open Internet. It stopped a hands off framework that functioned fabulously successfully for many years with nearly universal support.",1.0,1
241,1392925,3919887,"FCC commissioners, In reference to net neutrality regulations. I'd like to request the government to overturn Barack Obama's power grab to regulate the web. Individual Americans, as opposed to the FCC, should be free to purchase whatever products they choose. Barack Obama's power grab to regulate the web is a corruption of the open Internet. It stopped a pro consumer system that performed supremely smoothly for decades with bipartisan consensus.",1.0,1
2335,106471,206451,I strongly support Strong Net Neutrality backed by Title II oversight of ISPs! I strong oppose Docket No. 17 108. Please do not let ISPs put premiums on certain types of data.,-1.0,0
1454,812201,2737562,"Dear Mr. Pai, I'm very concerned about Net neutrality. I'd like to implore the FCC to undo President Obama's policy to take over broadband. Internet users, as opposed to the FCC Enforcement Bureau, deserve to enjoy the products they want. President Obama's policy to take over broadband is a corruption of the open Internet. It undid a market based framework that functioned very, very well for decades with broad bipartisan consensus.",1.0,1
1813,36052,80583,Preserve oversite of ISP with current Net neutrality and Title 2.,-1.0,0
2254,1784111,7223894,We have to maintain a neutral internet. The internet is where ideas go to become reality. No one has the right to deny access to an idea. Communication is a god given right.,-1.0,0
2866,2046947,7773887,Net neutrality is an important part of keeping the internet a fair and safe place for everyone,-1.0,0
398,1120651,3223255,"I'm concerned about an open Internet. I would like to encourage the government to overturn The Obama Wheeler order to regulate broadband. Individual Americans, rather than Washington bureaucrats, should be free to select whatever services they desire. The Obama Wheeler order to regulate broadband is a betrayal of the open Internet. It stopped a free market policy that worked very, very smoothly for a long time with broad bipartisan approval.",1.0,1
2554,636826,2379175,"FCC, I would like to comment on Title 2 and net neutrality. I strongly recommend the Federal Communications Commission to overturn Tom Wheeler's policy to control Internet access. Individuals, rather than so called experts, should be able to enjoy which services we choose. Tom Wheeler's policy to control Internet access is a distortion of net neutrality. It broke a hands off policy that performed remarkably successfully for many years with nearly universal approval.",1.0,1
290,1170432,3273036,"To the FCC, My comments re, the Open Internet order. I'd like to ask the commissioners to rescind Barack Obama's decision to regulate Internet access. Individual citizens, rather than big government, ought to enjoy whichever products they prefer. Barack Obama's decision to regulate Internet access is a exploitation of net neutrality. It undid a market based policy that performed supremely successfully for decades with bipartisan consensus.",1.0,1
1836,1138021,3240625,"In reference to an open Internet. I would like to advocate the FCC to rescind The Obama Wheeler order to regulate Internet access. Americans, rather than unelected bureaucrats, should be able to select whatever applications we prefer. The Obama Wheeler order to regulate Internet access is a betrayal of the open Internet. It broke a pro consumer framework that performed very successfully for decades with broad bipartisan consensus.",1.0,1
1137,552792,2215526,"Mr Pai, In the matter of net neutrality and Title II. I implore Chairman Pai to overturn The previous administration's plan to take over the Internet. Internet users, not Washington bureaucrats, should be able to select whatever services we want. The previous administration's plan to take over the Internet is a distortion of net neutrality. It reversed a light touch system that functioned remarkably smoothly for two decades with Republican and Democrat backing.",1.0,1
2303,1622539,4977116,I am in support of Net Neutrality and Title II regulation. Do not scale back regulation! Corporations need to be kept in check and prevented from giving a fast pass to the highest bidder.,-1.0,0
582,800672,2726033,"FCC, I would like to comment on the future of the Internet. I strongly urge the Federal Communications Commission to reverse The Obama Wheeler power grab to control the Internet. Individual Americans, rather than unelected bureaucrats, should be able to buy whichever services they desire. The Obama Wheeler power grab to control the Internet is a betrayal of the open Internet. It reversed a pro consumer policy that worked fabulously smoothly for decades with Republican and Democrat support.",1.0,1
2421,502645,2043767,Please fight to keep the net neutral.,-1.0,0
1546,601736,2312449,"To the Federal Communications Commission, I'm very worried about net neutrality and Title II. I'd like to recommend Chairman Pai to rescind The previous administration's scheme to control the Internet. Individual Americans, as opposed to the FCC, deserve to select whichever products they prefer. The previous administration's scheme to control the Internet is a exploitation of net neutrality. It undid a pro consumer system that worked very successfully for many years with broad bipartisan support.",1.0,1
2328,1596655,4937778,"Mr Pai, I want to give my opinion on internet regulations. I would like to urge Ajit Pai to overturn Obama's scheme to regulate broadband. Citizens, as opposed to unelected bureaucrats, should be able to select the products we want. Obama's scheme to regulate broadband is a exploitation of the open Internet. It broke a light touch approach that performed supremely successfully for a long time with both parties' backing.",1.0,1
739,725060,2650413,"To whom it may concern, I am a voter worried about Title II rules. I want to demand you to undo Tom Wheeler's power grab to take over Internet access. Individuals, as opposed to the FCC Enforcement Bureau, should be empowered to select whichever products we desire. Tom Wheeler's power grab to take over Internet access is a perversion of the open Internet. It stopped a light touch approach that functioned very, very well for many years with bipartisan consensus.",1.0,1
911,655488,2419390,"To whom it may concern, I'm a voter worried about Title 2 and net neutrality. I strongly urge the commission to reverse The Obama Wheeler power grab to take over the web. Americans, as opposed to Washington bureaucrats, deserve to use whatever applications they desire. The Obama Wheeler power grab to take over the web is a perversion of the open Internet. It broke a market based framework that performed supremely smoothly for a long time with both parties' backing.",1.0,1
2395,2270779,8242310,Our family can not afford extra fees. Stop making everything for the rich. Please reconsider this. Life is hard enough as it is. Sharol Nabarro,-1.0,0
186,977153,2902550,"Dear Mr. Pai, I have thoughts on Network Neutrality. I'd like to encourage you to reverse Tom Wheeler's power grab to control the web. Americans, as opposed to Washington, should be free to select which products they prefer. Tom Wheeler's power grab to control the web is a distortion of the open Internet. It stopped a hands off policy that functioned remarkably well for decades with Republican and Democrat support.",1.0,1
979,1465548,4063190,"Dear Chairman Pai, I am concerned about the FCC's so called Open Internet order. I strongly ask the Federal Communications Commission to undo The Obama Wheeler plan to control the web. People like me, as opposed to the FCC Enforcement Bureau, should enjoy which products we prefer. The Obama Wheeler plan to control the web is a distortion of the open Internet. It ended a light touch framework that functioned very successfully for many years with Republican and Democrat consensus.",1.0,1
2064,600818,2310792,"To whom it may concern, I'm a voter worried about the FCC's so called Open Internet order. I want to request the government to undo The previous administration's order to take over broadband. Individuals, as opposed to Washington, ought to use which products we desire. The previous administration's order to take over broadband is a exploitation of net neutrality. It broke a free market approach that performed very, very successfully for decades with bipartisan support.",1.0,1
492,790355,2715716,"Mr Pai, I'm a voter worried about the FCC's Open Internet order. I strongly suggest Ajit Pai to undo The Obama Wheeler plan to take over the web. People like me, as opposed to the FCC Enforcement Bureau, deserve to purchase the products they prefer. The Obama Wheeler plan to take over the web is a corruption of the open Internet. It disrupted a free market system that worked very smoothly for a long time with bipartisan backing.",1.0,1
2716,2886926,14404546,"I am in favor of strong net neutrality under Title II of the Telecommunications Act. Sincerely, Jessica Burgess",-1.0,0
2383,451856,1231612,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet fast lanes by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. I urge you to keep Title II net neutrality in place, and safeguard Internet users like me. Sincerely, Jason T Thomas",1.0,1
2182,1513336,4570120,"Chairman Pai, Regarding net neutrality and Title II. I want to recommend the Federal Communications Commission to rescind Obama's policy to regulate broadband. Individual Americans, rather than the FCC, deserve to buy whichever services they want. Obama's policy to regulate broadband is a exploitation of net neutrality. It undid a market based approach that worked supremely successfully for a long time with nearly universal backing.",1.0,1
1134,1038646,2964048,"I'm very worried about the FCC's Open Internet order. I request the Federal Communications Commission to rescind The Obama Wheeler policy to regulate broadband. Individuals, not so called experts, should be able to purchase which services we prefer. The Obama Wheeler policy to regulate broadband is a corruption of the open Internet. It reversed a hands off policy that worked very, very smoothly for decades with nearly universal backing.",1.0,1
2432,802600,2727961,"To the Federal Communications Commission, My comments re, the Open Internet order. I strongly encourage the FCC to rescind The Obama Wheeler scheme to take over broadband. Individuals, as opposed to unelected bureaucrats, should be free to purchase which products we prefer. The Obama Wheeler scheme to take over broadband is a betrayal of net neutrality. It disrupted a hands off approach that performed very well for decades with both parties' consensus.",1.0,1
1991,809264,2734625,"To whom it may concern, Hi, I'd like to comment on the FCC rules on the Internet. I would like to advocate the FCC to reverse President Obama's plan to take over broadband. Individuals, not the FCC, should be empowered to enjoy which products we want. President Obama's plan to take over broadband is a exploitation of net neutrality. It disrupted a hands off approach that worked exceptionally smoothly for two decades with both parties' approval.",1.0,1
1815,765336,2690689,"Chairman Pai, I want to give my opinion on the future of the Internet. I want to ask the government to undo President Obama's order to take over broadband. Citizens, rather than Washington, ought to select the applications they desire. President Obama's order to take over broadband is a perversion of the open Internet. It reversed a light touch approach that functioned supremely well for a long time with nearly universal support.",1.0,1
1982,1334831,3481777,"Dear FCC, Hi, I'd like to comment on net neutrality. I strongly implore you to repeal The previous administration's order to take over Internet access. Individual citizens, as opposed to Washington, should be free to enjoy whatever applications they prefer. The previous administration's order to take over Internet access is a betrayal of net neutrality. It ended a light touch system that worked exceptionally successfully for many years with nearly universal backing.",1.0,1
1934,1781523,7207791,"In my opinion, the internet should be free of pay to play practices. It should not be used as a tool for oligarchic organizations ISPs to squeeze every last penny out of consumers. The internet is an avenue for creativity, learning, communication, entertainment, and freedom only to name a few . These characteristics will drastically change for the worst with the removal of net neutrality. It's absence will severally cripple an abundance of individuals and organizations, with only the consideration of the rich and powerful organizations at mind. This is not a need, it is not a want by the majority, it will not benefit mankind overall, it is strategic move by ISPs to try and limit a potentially limitless resource for the sole purpose of generating additional revenue. I have grave thoughts about the future if this is the way the government chooses to operate, with the interests of large organizations being placed higher than the public. Anyone who has a clear conscious and understands the ramifications can see that net neutrality is only for the interests of monetary gains. This is not how the government, organizations, and individuals should be thinking. It is short term focused, ignorant, and greedy. Net neutrality needs to stay intact in order to grow as individuals and as a country as a whole.",-1.0,0
1434,838302,2763670,"FCC, I'm concerned about restoring Internet freedom. I would like to demand the government to rescind President Obama's decision to regulate Internet access. Individuals, not Washington bureaucrats, should be free to enjoy which services we want. President Obama's decision to regulate Internet access is a betrayal of the open Internet. It disrupted a market based policy that worked exceptionally smoothly for a long time with broad bipartisan backing.",1.0,1
2273,617386,2342625,"To the Federal Communications Commission, I'm very concerned about the FCC's so called Open Internet order. I'd like to advocate Chairman Pai to undo Barack Obama's order to take over the Internet. Internet users, not big government, should buy whichever services we want. Barack Obama's order to take over the Internet is a exploitation of the open Internet. It ended a hands off framework that functioned very, very well for a long time with both parties' backing.",1.0,1
1786,1812575,7280161,Free!!!,-1.0,0
516,1382547,3900024,"Dear Chairman Pai, I'm contacting you about Title 2 and net neutrality. I'd like to implore you to overturn The previous administration's power grab to control the web. Individual citizens, as opposed to so called experts, should buy whichever applications we choose. The previous administration's power grab to control the web is a perversion of net neutrality. It reversed a free market framework that functioned supremely well for many years with Republican and Democrat support.",1.0,1
1730,491641,1975555,keep the FCC regulating the internet under title 2,-1.0,0
1962,2315326,8477716,"Here in Las Vegas we only have 2 companies operating as ISP's. Both now currently offer mediocre service. There is absolutely no competition what so ever. Getting rid of Net Neutrality will only worsen the choices that consumer's have! Even with present Net Neutrality rules, ISP's have repeatedly shown to disregard the public's interest. For example there has been multiple cases where cable companies have repeatedly blocked municipalities from organizing their own internet service! I ask that net neutrality remain and not be swept away!",-1.0,0
2163,76796,164221,I support strong Net Neutrality oversight and Title II,-1.0,0
2084,2922802,21814756,"The telecom providers will not voluntarily maintain net neutrality. I can hardly afford my internet fee now. If I had to pay more to maintain the service I have now, I would probably just drop it, as some seniors in rural areas have already done.",-1.0,0
884,1461480,4054435,"FCC, Regarding Internet freedom. I'd like to demand Chairman Pai to rescind President Obama's policy to regulate broadband. Citizens, rather than Washington bureaucrats, should be able to buy which applications we want. President Obama's policy to regulate broadband is a exploitation of net neutrality. It ended a pro consumer framework that functioned supremely successfully for two decades with Republican and Democrat backing.",1.0,1
2468,1285547,3388154,"To the FCC, In reference to Title 2 and net neutrality. I would like to encourage Chairman Pai to undo The Obama Wheeler plan to regulate broadband. People like me, rather than unelected bureaucrats, should be able to select whatever products they desire. The Obama Wheeler plan to regulate broadband is a corruption of net neutrality. It disrupted a hands off policy that performed supremely well for a long time with broad bipartisan consensus.",1.0,1
550,1431330,3996504,"To the FCC, My comments re, the Obama takeover of the Internet. I strongly request the commission to overturn President Obama's decision to control the web. Americans, not unelected bureaucrats, should be free to enjoy whatever applications we want. President Obama's decision to control the web is a corruption of net neutrality. It disrupted a free market framework that functioned supremely well for many years with bipartisan consensus.",1.0,1
1139,1321125,3453977,"Dear Mr. Pai, I'm very concerned about the FCC rules on the Internet. I strongly encourage Chairman Pai to reverse President Obama's policy to take over Internet access. People like me, not Washington, should buy which applications they prefer. President Obama's policy to take over Internet access is a perversion of net neutrality. It stopped a pro consumer policy that performed very successfully for many years with bipartisan support.",1.0,1
766,797087,2722448,"Dear Chairman Pai, I have thoughts on net neutrality regulations. I strongly implore the commission to repeal Tom Wheeler's order to take over Internet access. Citizens, not the FCC, should be empowered to enjoy the products we choose. Tom Wheeler's order to take over Internet access is a exploitation of net neutrality. It stopped a hands off framework that functioned very, very well for many years with nearly universal support.",1.0,1
7,1356698,3525254,"The FCC should safeguard Internet freedom by keeping the bright line net neutrality protections in place and upholding Title II. The FCC should reject Chairman Ajit Pai's plan to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping consumers of the necessary privacy and access protections we worked for and won just two years ago. I'm worried about creating a tiered Internet with fast lanes for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the current FCC regulations mean that Internet providers can't slow or block users' access to certain web services or create Internet fast lanes by charging online services and websites more money to reach consumers faster. That's the best way forward to make sure competition in the Internet space is fair and benefits consumers and small businesses as well as entrenched Internet companies. Pai's proposed repeal of the rules would help turn Internet providers into gatekeepers with the ability to veto new innovation and expression. That's contrary to the basic precepts on which the Internet was built. You know that diluting net neutrality is bullshit. Stop it; do your job; favor the public good, rather than private profit. Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0,1
86,2928306,21820849,I do not support the FCC's initiative to roll back Title II and end net neutrality.,-1.0,0
229,536014,2182739,"Mr Pai, I am concerned about Internet Freedom. I encourage the Federal Communications Commission to reverse Tom Wheeler's power grab to take over the Internet. Citizens, rather than big government, should be empowered to use whatever services we prefer. Tom Wheeler's power grab to take over the Internet is a distortion of net neutrality. It broke a pro consumer system that functioned supremely well for a long time with bipartisan support.",1.0,1
2202,927324,2852721,"Chairman Pai, I'm a voter worried about the FCC's so called Open Internet order. I strongly advocate the commissioners to overturn The previous administration's plan to take over Internet access. Individual Americans, as opposed to unelected bureaucrats, should be empowered to purchase whichever applications we choose. The previous administration's plan to take over Internet access is a corruption of the open Internet. It stopped a market based approach that performed very successfully for decades with both parties' backing.",1.0,1
873,1190444,3293048,"To the FCC, I have concerns about Net neutrality. I strongly encourage the government to repeal President Obama's order to control the web. Individuals, as opposed to Washington bureaucrats, should be empowered to buy whatever products they want. President Obama's order to control the web is a distortion of the open Internet. It undid a hands off framework that worked very, very successfully for two decades with broad bipartisan approval.",1.0,1
76,1446877,4026474,"Mr Pai, I am a voter worried about Net Neutrality and Title II. I'd like to advocate the commission to overturn The Obama Wheeler plan to control the web. Individuals, rather than unelected bureaucrats, deserve to select whichever applications we desire. The Obama Wheeler plan to control the web is a corruption of net neutrality. It reversed a pro consumer approach that worked remarkably well for decades with Republican and Democrat support.",1.0,1
2794,2883241,13820559,"I am in favor of strong net neutrality under Title II of the Telecommunications Act. Sincerely, Jarred Richardson",-1.0,0
2263,923195,2848592,"Chairman Pai, I am a voter worried about net neutrality and Title II. I would like to advocate the commissioners to undo Obama's order to control Internet access. People like me, not the FCC, should be empowered to enjoy which services they prefer. Obama's order to control Internet access is a corruption of the open Internet. It stopped a free market framework that performed very, very smoothly for decades with bipartisan backing.",1.0,1
67,2237012,8151042,"Please keep the Internet a level, equal and fair environment for everyone, not tiered for those who can afford to pay for faster access.",-1.0,0
2349,183468,342298,Please keep Internet Service Providers ISPs regulated by Title II in the Communications Act of 1934.,-1.0,0
905,601494,2312031,"To whom it may concern, In reference to the FCC rules on the Internet. I'd like to implore the commissioners to undo Barack Obama's scheme to control Internet access. Citizens, not unelected bureaucrats, should be empowered to buy the services we desire. Barack Obama's scheme to control Internet access is a betrayal of the open Internet. It undid a pro consumer system that worked remarkably smoothly for decades with bipartisan support.",1.0,1
728,821929,2747290,"To the Federal Communications Commission, Regarding network neutrality regulations. I'd like to demand the government to undo Tom Wheeler's power grab to take over broadband. People like me, rather than the FCC, should be free to enjoy whichever applications they prefer. Tom Wheeler's power grab to take over broadband is a exploitation of net neutrality. It disrupted a free market system that worked supremely smoothly for two decades with Republican and Democrat approval.",1.0,1
1972,1237095,3339702,"To the FCC, My comments re, NET NEUTRALITY. I'd like to urge you to reverse The Obama Wheeler plan to regulate broadband. Individual Americans, rather than the FCC Enforcement Bureau, should be free to select the services they desire. The Obama Wheeler plan to regulate broadband is a perversion of net neutrality. It reversed a free market policy that performed very smoothly for decades with nearly universal approval.",1.0,1
2541,2152598,8002126,Stop potting corporation rights above citizen rights.,-1.0,0
2422,1640125,5004592,I believe that the Internet should be viewed as a public utility and that no company or institution should be legally allowed to favor any communication over another for any time or for any reason except in the prosecution of malicious network use. To allow any undermining of net neutrality is to invite the for profit segregation of net traffic and the content of that traffic to the detriment of the public at large.,-1.0,0
199,1133954,3236558,"Dear FCC, In reference to Internet freedom. I request the Federal Communications Commission to overturn President Obama's order to take over the web. Individuals, rather than the FCC, ought to select whatever applications we choose. President Obama's order to take over the web is a exploitation of net neutrality. It broke a hands off system that worked exceptionally successfully for a long time with nearly universal approval.",1.0,1
94,1017699,2943101,"Chairman Pai, I'd like to share my thoughts on net neutrality and Title II. I want to encourage you to repeal Tom Wheeler's scheme to regulate broadband. People like me, as opposed to unelected bureaucrats, deserve to purchase which services we want. Tom Wheeler's scheme to regulate broadband is a perversion of the open Internet. It reversed a hands off system that functioned supremely successfully for two decades with Republican and Democrat approval.",1.0,1
874,2254610,8184177,"Americans have spoken loud and often of our demand for a free and open internet. .there is NO mystery about how we feel, NOTHING equivocal about this demand. To disregard this most clear public opinion would be a total abdication of the FCC's leadership role on behalf of THE PEOPLE. The FCC's job is to stand up for consumers, not big cable companies. To do that, the FCC must keep in place the current rules that protect net neutrality and the free and open internet. Without the current rules, cable companies can tell internet users like me what I can or can't access on the internet. Cable companies can't be trusted to protect the free and open internet keep the current open internet rules in place!",1.0,1
1756,58194,135901,I support net neutrality please keep isps under title 2.,-1.0,0
1799,99874,197330,I strongly support net neutrality regulations under title 2.,-1.0,0
2718,2231473,8145124,Free internet access is the modern day fourth estate.,-1.0,0
2888,63625,143964,I wish to express my opposition to Chairman's Pai's intention to drop Internet Access oversight and regulation from it's current form under the Communications Act of 1934 Title II down to oversight using Title I. This is a step backward as the courts have ruled that Title I does not apply. So Chairman Pai is just using a little slight of hand and verbal gymnastics to get rid of Net Neutrality in all but name.,-1.0,0
1771,68605,151468,Please do not roll back the current net neutrality rules. The internet can't be trusted with the ISP's as they are stupid greedy and that greed could destroy the open internet.,-1.0,0
2194,801887,2727248,"To whom it may concern, Hi, I'd like to comment on network neutrality regulations. I would like to advocate the commission to reverse Obama's decision to control the Internet. Americans, rather than big government, should purchase the applications they desire. Obama's decision to control the Internet is a perversion of the open Internet. It ended a pro consumer policy that functioned fabulously smoothly for many years with Republican and Democrat consensus.",1.0,1
660,613952,2337164,"I'm a voter worried about net neutrality regulations. I want to demand the commission to repeal President Obama's plan to regulate the Internet. People like me, as opposed to big government, should be able to enjoy whatever services we desire. President Obama's plan to regulate the Internet is a corruption of the open Internet. It undid a free market approach that worked supremely well for two decades with bipartisan support.",1.0,1
1055,1181020,3283624,"Chairman Pai, I have thoughts on Internet regulation and net neutrality. I recommend the commissioners to reverse Obama's order to control Internet access. Citizens, as opposed to the FCC Enforcement Bureau, deserve to use whichever services we want. Obama's order to control Internet access is a exploitation of the open Internet. It ended a pro consumer approach that worked supremely smoothly for a long time with bipartisan approval.",1.0,1
1849,695698,2531057,"Dear Mr. Pai, I have thoughts on Title 2 and net neutrality. I strongly implore the commission to repeal The Obama Wheeler plan to take over Internet access. Individual Americans, rather than so called experts, should select whatever products they want. The Obama Wheeler plan to take over Internet access is a betrayal of net neutrality. It stopped a free market framework that worked exceptionally well for decades with both parties' approval.",1.0,1
1938,1723087,6513779,Please keep net neutrality. I pay for internet access. I should not need to pay an ISP again to watch Netflix,-1.0,0
1401,1325496,3463861,"Dear Commissioners, Regarding Net Neutrality and Title II. I ask you to overturn Barack Obama's policy to control the Internet. Individuals, not the FCC Enforcement Bureau, should be empowered to enjoy whichever products they prefer. Barack Obama's policy to control the Internet is a perversion of net neutrality. It disrupted a free market approach that performed very successfully for decades with Republican and Democrat approval.",1.0,1
2308,1087685,3015264,"The internet should be regulated as a utility and users should have the protections of a free and open internet. If unregulated, the ISPs will work in their own interests and the consumer experience will suffer. The Internet is not a luxury but has become a staple and necessary utility, it must be regulated as such. I strongly disagree with the current FCC chair's actions to repeal necessary regulations.",-1.0,0
27,1855091,7377167,"Chairman Pai's proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine. As an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections. Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai's pay to play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families. Moreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans. My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online. We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC's proposed rules. I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine. Thank you! Angela Clews",-1.0,0
1119,754862,2680215,"FCC, I am concerned about an open Internet. I strongly demand the government to rescind President Obama's decision to control Internet access. Citizens, not the FCC, ought to select the applications we desire. President Obama's decision to control Internet access is a corruption of the open Internet. It ended a free market framework that performed exceptionally smoothly for two decades with Republican and Democrat approval.",1.0,1
2843,2408842,9330049,Net nutrality is important. Keep it please. \r\nAlex Whitford Marin,-1.0,0
