,Unnamed: 0,docid,text_data,dupe_count
541,1196239,3298845,"To whom it may concern:  I'm very concerned about Net neutrality. I would like to encourage the Federal Communications Commission to overturn President Obama's plan to regulate broadband. Individuals, not Washington bureaucrats, deserve to select which products they choose. President Obama's plan to regulate broadband is a perversion of the open Internet. It undid a hands-off system that functioned exceptionally smoothly for many years with Republican and Democrat approval.",1.0
542,1083115,3009828,"FCC:  I'm concerned about net neutrality rules. I want to urge the FCC to overturn The Obama/Wheeler scheme to regulate the web. Individual citizens, as opposed to Washington, deserve to buy which applications we want. The Obama/Wheeler scheme to regulate the web is a exploitation  of net neutrality. It disrupted a market-based framework that functioned remarkably successfully for two decades with both parties' backing.",1.0
543,1448054,4028092,"FCC commissioners,  I'm very worried about Internet regulation and net neutrality. I want to suggest Chairman Pai to undo The previous administration's order to regulate the Internet. Citizens, as opposed to the FCC, should be able to purchase which applications they want. The previous administration's order to regulate the Internet is a exploitation  of net neutrality. It disrupted a free-market policy that worked fabulously successfully for decades with broad bipartisan backing.",1.0
545,1111208,3213812,"Mr Pai:  I'd like to share my thoughts on restoring Internet freedom. I strongly implore the FCC to repeal The previous administration's decision to regulate Internet access. Americans, as opposed to the FCC, should be able to use the products they desire. The previous administration's decision to regulate Internet access is a exploitation  of net neutrality. It broke a light-touch system that worked fabulously well for two decades with both parties' support.",1.0
546,1115500,3218104,"I'm a voter worried about Title 2 and net neutrality. I would like to implore the government to reverse President Obama's plan to regulate Internet access. Citizens, not Washington bureaucrats, deserve to buy the products they desire. President Obama's plan to regulate Internet access is a betrayal of net neutrality. It disrupted a hands-off policy that functioned very smoothly for decades with bipartisan approval.",1.0
547,1049772,2975179,"To whom it may concern:  Hi, I'd like to comment on network neutrality regulations. I would like to demand the government to rescind Obama's decision to take over the Internet. Individual citizens, rather than Washington, should be able to buy whichever applications we want. Obama's decision to take over the Internet is a distortion of net neutrality. It reversed a light-touch framework that performed exceptionally successfully for decades with Republican and Democrat support.",1.0
548,877778,2803156,"To the FCC:  Regarding the FCC's so-called Open Internet order. I strongly suggest the government to repeal Obama's plan to take over the Internet. Individual Americans, rather than unelected bureaucrats, should be empowered to select which services they want. Obama's plan to take over the Internet is a betrayal of net neutrality. It stopped a light-touch policy that functioned very well for a long time with both parties' consensus.",1.0
550,1431330,3996504,"To the FCC:  My comments re: the Obama takeover of the Internet. I strongly request the commission to overturn President Obama's decision to control the web. Americans, not unelected bureaucrats, should be free to enjoy whatever applications we want. President Obama's decision to control the web is a corruption of net neutrality. It disrupted a free-market framework that functioned supremely well for many years with bipartisan consensus.",1.0
553,2187047,8063360,"The FCC must protect the open Internet by maintaining net neutrality protections under Title II. 

The FCC should throw out Chairman Ajit Pai’s plan to hand the ISP monopolies like AT&T, Comcast, and Verizon the authority to engage in data discrimination, stripping Internet users of the meaningful privacy and access safeguards we fought for and just recently won. 

I’m worried about creating a tiered Internet with “fast lanes” for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the existing net neutrality rules ensure that ISPs can’t block or slow Internet users’ ability to see certain web services or engage in data discrimination by charging websites and online services money to reach consumers faster. That’s the best way forward to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as entrenched Internet companies. Chairman Pai’s proposal would help turn Internet providers into gatekeepers with the ability to veto new expression and innovation. That’s not the kind of Internet we want to pass on to future generations of technology users. 

A level platform for me, you and everyone in third world countries.  Everyone deserves the same chance at being heard,  access to websites, services as anyone else.  
We all pay different prices to get on and use the net, but once you are on you are a citizen like anyone else.  I understand there is some nuance but keeping the internet as fair as possible is important .   Once we start making changes at the highest levels, it's a slippery slope toward a world which is less fair, stifle business and omitting people. 

Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0
554,749882,2675235,"Dear Chairman Pai,  I'm contacting you about the FCC's so-called Open Internet order. I want to implore Ajit Pai to overturn President Obama's scheme to regulate the Internet. People like me, rather than big government, should be able to purchase which products we choose. President Obama's scheme to regulate the Internet is a exploitation  of the open Internet. It undid a free-market approach that performed very smoothly for decades with broad bipartisan consensus.",1.0
555,1153170,3255774,"Dear FCC,  In the matter of Internet regulation and net neutrality. I strongly suggest the commissioners to rescind The previous administration's decision to control broadband. Internet users, as opposed to big government, deserve to enjoy whichever services they choose. The previous administration's decision to control broadband is a betrayal of net neutrality. It broke a pro-consumer framework that worked remarkably well for many years with both parties' backing.",1.0
556,1505649,4535517,"Dear Chairman Pai,  I am a voter worried about the FCC's so-called Open Internet order. I'd like to advocate Chairman Pai to undo Barack Obama's order to regulate the Internet. People like me, not Washington bureaucrats, should be free to purchase whichever products we choose. Barack Obama's order to regulate the Internet is a betrayal of the open Internet. It undid a free-market approach that performed fabulously well for a long time with both parties' backing.",1.0
557,953560,2878957,"FCC commissioners,  In the matter of Net neutrality. I would like to urge the FCC to overturn Obama's power grab to take over the web. Internet users, rather than the FCC Enforcement Bureau, deserve to purchase which applications they prefer. Obama's power grab to take over the web is a betrayal of net neutrality. It stopped a light-touch approach that worked supremely successfully for decades with Republican and Democrat approval.",1.0
558,565330,2240141,"FCC commissioners,  I'm concerned about Title II rules. I strongly advocate you to undo The Obama/Wheeler decision to control Internet access. Americans, as opposed to Washington, deserve to buy whatever applications we choose. The Obama/Wheeler decision to control Internet access is a exploitation  of net neutrality. It broke a hands-off policy that performed supremely well for two decades with nearly universal backing.",1.0
564,667836,2454536,"To the FCC:  I'm very worried about Internet freedom. I want to demand the Federal Communications Commission to overturn Obama's order to regulate the web. Internet users, rather than Washington, should be free to purchase whatever products they choose. Obama's order to regulate the web is a perversion of net neutrality. It stopped a hands-off approach that worked fabulously well for a long time with broad bipartisan approval.",1.0
565,1272294,3374901,"Dear FCC,  I'm very worried about Network Neutrality. I would like to recommend you to repeal Obama's plan to control broadband. Americans, rather than unelected bureaucrats, should be able to select the products we desire. Obama's plan to control broadband is a perversion of net neutrality. It reversed a light-touch system that functioned exceptionally smoothly for two decades with broad bipartisan support.",1.0
566,1319134,3449363,"I would like to comment on Internet regulation. I'd like to suggest you to undo The previous administration's policy to take over the Internet. Internet users, not the FCC Enforcement Bureau, deserve to buy which products we choose. The previous administration's policy to take over the Internet is a exploitation  of the open Internet. It undid a market-based approach that performed very smoothly for two decades with broad bipartisan backing.",1.0
567,2389652,9183834,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Jason A Lane",1.0
568,1099886,3202484,"Dear FCC,  I'm very concerned about net neutrality rules. I want to demand the Federal Communications Commission to reverse President Obama's power grab to control Internet access. Individual Americans, as opposed to Washington bureaucrats, should be free to use whichever services we desire. President Obama's power grab to control Internet access is a perversion of the open Internet. It disrupted a pro-consumer system that functioned very smoothly for two decades with bipartisan backing.",1.0
570,794483,2719844,"To whom it may concern:  Hi, I'd like to comment on the FCC regulations on the Internet. I would like to request the commission to undo President Obama's scheme to control the web. Americans, rather than unelected bureaucrats, should purchase whatever applications they choose. President Obama's scheme to control the web is a perversion of the open Internet. It undid a hands-off policy that performed exceptionally well for two decades with both parties' approval.",1.0
572,481212,1681628,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Earl E Schreiber",1.0
573,1525321,4622510,"Dear FCC,  I am concerned about the FCC regulations on the Internet. I strongly demand Chairman Pai to reverse The previous administration's order to take over Internet access. Individual citizens, rather than the FCC, should be empowered to select which applications they desire. The previous administration's order to take over Internet access is a betrayal of the open Internet. It disrupted a market-based system that performed remarkably successfully for many years with broad bipartisan backing.",1.0
575,945721,2871118,"To the FCC:  My comments re: the Obama takeover of the Internet. I want to demand the Federal Communications Commission to undo The Obama/Wheeler power grab to regulate the Internet. Americans, rather than big government, should be empowered to buy whatever products we choose. The Obama/Wheeler power grab to regulate the Internet is a exploitation  of the open Internet. It stopped a hands-off approach that functioned supremely well for many years with both parties' support.",1.0
578,1314871,3442845,"Chairman Pai:  I would like to comment on Internet Freedom. I'd like to encourage the Federal Communications Commission to overturn President Obama's power grab to regulate Internet access. Individual Americans, as opposed to big government, deserve to use whatever products we choose. President Obama's power grab to regulate Internet access is a perversion of net neutrality. It stopped a light-touch approach that worked very, very successfully for many years with bipartisan approval.",1.0
579,1491377,4471827,"I am concerned about Internet Freedom. I would like to demand the Federal Communications Commission to rescind Barack Obama's policy to regulate Internet access. Americans, as opposed to so-called experts, should be free to select the services they prefer. Barack Obama's policy to regulate Internet access is a distortion of net neutrality. It disrupted a hands-off system that worked exceptionally successfully for a long time with nearly universal consensus.",1.0
580,1354737,3521728,"Dear FCC,  Hi, I'd like to comment on net neutrality and Title II. I strongly request Chairman Pai to overturn The Obama/Wheeler power grab to regulate the web. Individual citizens, as opposed to Washington bureaucrats, should be free to buy whatever products we want. The Obama/Wheeler power grab to regulate the web is a perversion of net neutrality. It broke a light-touch system that worked very, very well for a long time with nearly universal approval.",1.0
581,982779,2908181,"FCC commissioners,  I have thoughts on net neutrality rules. I want to demand Chairman Pai to rescind President Obama's order to take over broadband. Internet users, rather than the FCC, should be free to purchase the products we want. President Obama's order to take over broadband is a exploitation  of net neutrality. It broke a pro-consumer framework that functioned remarkably successfully for a long time with Republican and Democrat approval.",1.0
582,800672,2726033,"FCC:  I would like to comment on the future of the Internet. I strongly urge the Federal Communications Commission to reverse The Obama/Wheeler power grab to control the Internet. Individual Americans, rather than unelected bureaucrats, should be able to buy whichever services they desire. The Obama/Wheeler power grab to control the Internet is a betrayal of the open Internet. It reversed a pro-consumer policy that worked fabulously smoothly for decades with Republican and Democrat support.",1.0
583,408038,1127151,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Patricia Ahn",1.0
584,1584107,4882826,"Hi, I'd like to comment on the Obama takeover of the Internet. I strongly advocate the FCC to undo Tom Wheeler's policy to take over the Internet. People like me, as opposed to big government, should be empowered to enjoy which products we want. Tom Wheeler's policy to take over the Internet is a corruption of the open Internet. It broke a light-touch system that performed remarkably well for decades with broad bipartisan support.",1.0
587,1394356,3923234,"Dear Chairman Pai,  I'm contacting you about Title II rules. I'd like to urge the Federal Communications Commission to repeal Obama's decision to regulate broadband. Individual citizens, rather than the FCC, should be able to use whichever applications they choose. Obama's decision to regulate broadband is a distortion of the open Internet. It reversed a pro-consumer approach that performed supremely successfully for a long time with Republican and Democrat consensus.",1.0
588,759457,2684810,"To the FCC:  In reference to Title II rules. I'd like to recommend Ajit Pai to rescind The previous administration's order to regulate Internet access. Internet users, not unelected bureaucrats, should be able to buy which services we want. The previous administration's order to regulate Internet access is a corruption of the open Internet. It stopped a free-market system that functioned very, very smoothly for a long time with both parties' approval.",1.0
593,1338349,3490635,"To whom it may concern:  I'm very concerned about the FCC rules on the Internet. I implore the Federal Communications Commission to reverse The Obama/Wheeler policy to regulate the web. Individuals, rather than so-called experts, ought to purchase which applications we desire. The Obama/Wheeler policy to regulate the web is a distortion of net neutrality. It stopped a market-based approach that worked very successfully for many years with nearly universal backing.",1.0
594,1181406,3284010,"To whom it may concern:  I'd like to share my thoughts on Internet freedom. I advocate Ajit Pai to repeal President Obama's scheme to regulate the Internet. Citizens, as opposed to Washington bureaucrats, ought to select the applications we desire. President Obama's scheme to regulate the Internet is a distortion of net neutrality. It reversed a market-based policy that functioned very well for decades with nearly universal backing.",1.0
602,815676,2741037,"Dear Mr. Pai,  Hi, I'd like to comment on Internet freedom. I want to suggest you to repeal Barack Obama's power grab to take over broadband. Individuals, not Washington bureaucrats, should be able to purchase whichever products they prefer. Barack Obama's power grab to take over broadband is a exploitation  of net neutrality. It ended a hands-off framework that worked exceptionally successfully for many years with bipartisan approval.",1.0
604,802496,2727857,"To whom it may concern:  I'm very worried about net neutrality regulations. I would like to advocate you to rescind The previous administration's order to control the web. Americans, rather than so-called experts, deserve to purchase the services we want. The previous administration's order to control the web is a perversion of the open Internet. It undid a market-based framework that worked very, very smoothly for many years with bipartisan consensus.",1.0
605,2192002,8072906,"The FCC should safeguard Internet freedom by keeping the bright-line net neutrality protections in place and upholding Title II. 

The FCC should throw out Chairman Ajit Pai’s proposal to hand the government-subsidized telecom giants like AT&T, Comcast, and Verizon the legal cover to create Internet fast lanes, stripping users of the vital privacy and access protections we fought for and so recently won. 

I’m concerned about ISPs being allowed to discriminate against certain types of data or websites because ISPs could have too much power to determine what I can do online. Thankfully, the current Open Internet rules mean that Internet providers can’t block or slow Internet users’ access to certain websites or create Internet “fast lanes” by charging websites and online services money to reach consumers faster. That’s the best way forward to ensure the Internet remains a level playing field that benefits Internet users and small businesses as well as larger players. Pai’s proposal would transform ISPs into gatekeepers with the ability to veto new expression and innovation. That’s contrary to the basic precepts on which the Internet was built. 

!!! The internet needs to be a free place to do whatever one wishes. There should not be any hindrance or potential for manipulation or power to control what people see, do, etc. The internet should be free because, otherwise, we're not the free country the USA says that it is. What will happen to my future jobs that rely on a free internet? What will happen when I travel the globe and I cannot contact my family because I can't afford to do it. What will become of the people who are homeless, need the free internet to get out of homelessness, and/or try to improve their education with a free search? What will happen? We need the internet to be free, independent, and not subject to political leverage, among many other parts. Please, maintain Title II net neutrality rules and the rights of Internet users like me, my family, my enemies, my peers, and citizens of the world. !!!",1.0
607,983785,2909187,"FCC:  I'm concerned about Network Neutrality. I would like to urge Chairman Pai to rescind Barack Obama's scheme to regulate Internet access. People like me, rather than the FCC Enforcement Bureau, ought to purchase the applications they choose. Barack Obama's scheme to regulate Internet access is a corruption of net neutrality. It broke a hands-off approach that functioned very successfully for a long time with both parties' consensus.",1.0
608,943485,2868882,"To whom it may concern:  I would like to comment on network neutrality regulations. I'd like to advocate the FCC to overturn The Obama/Wheeler power grab to control Internet access. Individual citizens, not so-called experts, should select which products we want. The Obama/Wheeler power grab to control Internet access is a betrayal of the open Internet. It disrupted a market-based policy that functioned exceptionally smoothly for decades with broad bipartisan support.",1.0
609,614374,2338065,"FCC commissioners,  In reference to the FCC's so-called Open Internet order. I want to recommend Ajit Pai to undo The Obama/Wheeler policy to take over Internet access. Individual citizens, rather than Washington bureaucrats, ought to buy the applications we choose. The Obama/Wheeler policy to take over Internet access is a betrayal of the open Internet. It disrupted a pro-consumer system that functioned supremely smoothly for decades with bipartisan approval.",1.0
612,936918,2862315,"To the FCC:  In the matter of internet regulations. I suggest you to reverse Barack Obama's power grab to control broadband. Americans, not big government, should be free to use whichever applications we choose. Barack Obama's power grab to control broadband is a exploitation  of net neutrality. It ended a hands-off policy that performed exceptionally successfully for a long time with Republican and Democrat approval.",1.0
615,1309108,3430851,"FCC commissioners,  I have concerns about Internet Freedom. I request Chairman Pai to rescind Tom Wheeler's scheme to regulate the Internet. Americans, rather than the FCC, deserve to use whichever services they desire. Tom Wheeler's scheme to regulate the Internet is a betrayal of the open Internet. It stopped a pro-consumer approach that performed very, very successfully for a long time with both parties' consensus.",1.0
621,556622,2221054,"To the FCC:  I want to give my opinion on Internet regulation. I would like to demand the commission to rescind Tom Wheeler's policy to regulate broadband. Individuals, as opposed to the FCC Enforcement Bureau, deserve to buy whatever products we desire. Tom Wheeler's policy to regulate broadband is a distortion of the open Internet. It undid a market-based framework that performed supremely successfully for decades with both parties' backing.",1.0
625,1214725,3317331,"Dear Commissioners:  My comments re: net neutrality and Title II. I strongly request the government to overturn The previous administration's power grab to control broadband. People like me, not big government, deserve to buy whatever products we prefer. The previous administration's power grab to control broadband is a distortion of the open Internet. It stopped a pro-consumer system that functioned remarkably well for decades with Republican and Democrat consensus.",1.0
626,2210706,8108286,"As an Internet user, I’m asking the FCC to protect the net neutrality protections currently in place. 

The FCC should reject Chairman Ajit Pai’s plan to hand the telecom giants like AT&T, Comcast, and Verizon the legal cover to throttle whatever they please, stripping consumers of the vital access and privacy protections we fought for and so recently won. 

I’m worried about creating a tiered Internet with “fast lanes” for certain sites or services because users will have fewer options and a less diverse Internet. Thankfully, the existing FCC regulations mean that ISP monopolies can’t slow or block users’ access to certain web services or engage in data discrimination by charging websites and online services money to reach consumers faster. That’s the best way forward to ensure the Internet remains a level playing field that benefits Internet users and small businesses as well as larger players. Chairman Pai’s proposal would transform Internet providers into gatekeepers with the ability to veto new expression and innovation. That’s contrary to the basic precepts on which the Internet was built. 

Internet usage has become an integral part of day-to-day life for people - whether it's for school, work, or recreational usage. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0
628,634462,2374627,"Dear Chairman Pai,  I would like to comment on the future of the Internet. I would like to encourage you to undo The previous administration's plan to take over the web. Individual Americans, as opposed to Washington, should be empowered to buy whatever products we want. The previous administration's plan to take over the web is a exploitation  of the open Internet. It disrupted a market-based framework that worked very, very well for two decades with broad bipartisan backing.",1.0
630,704792,2556152,"To the Federal Communications Commission:  Hi, I'd like to comment on net neutrality and Title II. I demand Ajit Pai to reverse Obama's decision to take over the Internet. Internet users, rather than so-called experts, ought to use whichever applications we choose. Obama's decision to take over the Internet is a corruption of the open Internet. It undid a free-market approach that functioned exceptionally successfully for two decades with both parties' support.",1.0
631,1452109,4033942,"To the FCC:  In reference to the FCC's Open Internet order. I'd like to request the commissioners to reverse Barack Obama's plan to take over the web. Americans, rather than so-called experts, should be able to use whichever products they prefer. Barack Obama's plan to take over the web is a exploitation  of net neutrality. It stopped a pro-consumer approach that worked remarkably well for many years with Republican and Democrat support.",1.0
634,925692,2851089,"FCC:  I'm concerned about the Open Internet order. I would like to implore you to reverse The previous administration's plan to take over the web. Americans, as opposed to the FCC Enforcement Bureau, ought to select whichever products they prefer. The previous administration's plan to take over the web is a distortion of net neutrality. It broke a pro-consumer approach that functioned fabulously well for decades with broad bipartisan approval.",1.0
636,1102794,3205392,"FCC commissioners,  I'm a voter worried about Internet regulation and net neutrality. I'd like to recommend you to reverse The previous administration's power grab to control the Internet. Individual Americans, rather than so-called experts, should be able to use whichever services we choose. The previous administration's power grab to control the Internet is a corruption of net neutrality. It ended a light-touch policy that worked fabulously successfully for many years with broad bipartisan consensus.",1.0
637,859559,2784937,"Dear Commissioners:  My comments re: Internet freedom. I strongly demand the commissioners to undo The Obama/Wheeler order to control the Internet. Individuals, as opposed to Washington, should be free to enjoy the applications we prefer. The Obama/Wheeler order to control the Internet is a perversion of net neutrality. It reversed a pro-consumer policy that worked very successfully for a long time with both parties' consensus.",1.0
639,1397766,3930496,"Mr Pai:  Regarding the FCC's Open Internet order. I want to urge you to undo Barack Obama's decision to regulate Internet access. Internet users, not the FCC Enforcement Bureau, should select which services we desire. Barack Obama's decision to regulate Internet access is a corruption of net neutrality. It undid a market-based framework that functioned remarkably smoothly for decades with nearly universal support.",1.0
640,1206123,3308729,"FCC:  I'm concerned about net neutrality rules. I'd like to advocate the FCC to rescind President Obama's power grab to control Internet access. Individual citizens, as opposed to Washington bureaucrats, should be able to use the applications they want. President Obama's power grab to control Internet access is a corruption of net neutrality. It undid a hands-off policy that performed very well for a long time with Republican and Democrat consensus.",1.0
642,1338733,3491545,"FCC:  Hi, I'd like to comment on the FCC regulations on the Internet. I'd like to recommend you to reverse President Obama's order to take over Internet access. Individual citizens, as opposed to the FCC, should be empowered to purchase whichever applications they prefer. President Obama's order to take over Internet access is a distortion of the open Internet. It disrupted a light-touch approach that performed supremely smoothly for decades with nearly universal support.",1.0
643,780556,2705917,"Dear Chairman Pai,  I'd like to share my thoughts on Network Neutrality. I request the government to rescind The Obama/Wheeler scheme to control broadband. People like me, as opposed to Washington bureaucrats, ought to select whatever products they desire. The Obama/Wheeler scheme to control broadband is a exploitation  of net neutrality. It undid a light-touch framework that worked remarkably well for decades with nearly universal consensus.",1.0
644,692914,2523411,"Mr Pai:  My comments re: the Obama takeover of the Internet. I would like to demand you to overturn Barack Obama's power grab to take over the Internet. Individuals, rather than Washington, should be empowered to enjoy the services they prefer. Barack Obama's power grab to take over the Internet is a betrayal of the open Internet. It broke a light-touch system that functioned very, very smoothly for two decades with bipartisan backing.",1.0
646,1014886,2940288,"Dear Commissioners:  I would like to comment on net neutrality regulations. I want to ask the commissioners to repeal Obama's decision to regulate Internet access. Individuals, as opposed to big government, should be empowered to use whatever products we desire. Obama's decision to regulate Internet access is a perversion of net neutrality. It ended a hands-off system that functioned fabulously well for decades with both parties' approval.",1.0
649,771185,2696546,"Dear Mr. Pai,  I have concerns about Net neutrality. I strongly ask you to overturn The previous administration's power grab to take over the Internet. Americans, rather than Washington, should purchase which applications they want. The previous administration's power grab to take over the Internet is a distortion of net neutrality. It broke a pro-consumer system that worked exceptionally successfully for many years with Republican and Democrat consensus.",1.0
650,1509866,4554449,"FCC:  In the matter of Title 2 and net neutrality. I'd like to implore the Federal Communications Commission to rescind Obama's policy to control broadband. Americans, as opposed to unelected bureaucrats, ought to select which applications we choose. Obama's policy to control broadband is a corruption of the open Internet. It undid a market-based framework that functioned fabulously well for a long time with bipartisan approval.",1.0
651,930055,2855452,"To the FCC:  I am a voter worried about network neutrality regulations. I would like to ask the Federal Communications Commission to repeal The previous administration's plan to regulate Internet access. Individual citizens, as opposed to so-called experts, should be free to select the products we prefer. The previous administration's plan to regulate Internet access is a exploitation  of net neutrality. It reversed a pro-consumer policy that performed very, very well for a long time with bipartisan support.",1.0
652,1250698,3353305,"Dear FCC,  I have thoughts on the Obama takeover of the Internet. I strongly suggest Chairman Pai to rescind Barack Obama's decision to regulate the web. Individual citizens, as opposed to the FCC Enforcement Bureau, should be free to enjoy the services we want. Barack Obama's decision to regulate the web is a corruption of the open Internet. It stopped a hands-off approach that performed exceptionally successfully for many years with bipartisan support.",1.0
655,845471,2770839,"To the Federal Communications Commission:  Hi, I'd like to comment on Internet regulation and net neutrality. I suggest the government to rescind President Obama's decision to regulate Internet access. Americans, not so-called experts, should be able to use whichever products we desire. President Obama's decision to regulate Internet access is a betrayal of net neutrality. It undid a free-market approach that functioned very, very successfully for many years with nearly universal approval.",1.0
656,756379,2681732,"Dear Mr. Pai,  I'm very concerned about the FCC rules on the Internet. I ask Chairman Pai to reverse Obama's power grab to control the web. People like me, rather than big government, should be free to purchase whatever applications we choose. Obama's power grab to control the web is a betrayal of net neutrality. It reversed a free-market approach that performed very, very successfully for many years with Republican and Democrat consensus.",1.0
657,755800,2681153,"Chairman Pai:  I have thoughts on Title II rules. I demand you to overturn President Obama's policy to control Internet access. Individual citizens, not Washington bureaucrats, should be able to enjoy whichever services we desire. President Obama's policy to control Internet access is a betrayal of the open Internet. It reversed a light-touch approach that performed very, very smoothly for a long time with Republican and Democrat backing.",1.0
658,1356350,3524573,"FCC:  I'm contacting you about regulations on the Internet. I want to encourage the Federal Communications Commission to reverse Barack Obama's power grab to regulate the Internet. Individual citizens, rather than unelected bureaucrats, should be free to buy which applications they desire. Barack Obama's power grab to regulate the Internet is a exploitation  of net neutrality. It broke a free-market policy that functioned remarkably successfully for decades with nearly universal consensus.",1.0
659,1111406,3214010,"Dear Chairman Pai,  I want to give my opinion on Internet regulation. I want to request Chairman Pai to rescind President Obama's power grab to take over broadband. Individual Americans, as opposed to Washington, should be empowered to purchase the products we want. President Obama's power grab to take over broadband is a betrayal of net neutrality. It reversed a market-based framework that worked very, very smoothly for two decades with broad bipartisan support.",1.0
660,613952,2337164,"I'm a voter worried about net neutrality regulations. I want to demand the commission to repeal President Obama's plan to regulate the Internet. People like me, as opposed to big government, should be able to enjoy whatever services we desire. President Obama's plan to regulate the Internet is a corruption of the open Internet. It undid a free-market approach that worked supremely well for two decades with bipartisan support.",1.0
661,1541672,4694487,"Dear Mr. Pai,  In the matter of Net neutrality. I strongly suggest the commission to overturn The previous administration's order to regulate broadband. Internet users, as opposed to Washington, should be free to enjoy the applications we choose. The previous administration's order to regulate broadband is a betrayal of the open Internet. It undid a light-touch system that performed fabulously successfully for a long time with nearly universal approval.",1.0
662,564565,2239039,"Hi, I'd like to comment on Internet regulation. I encourage you to undo President Obama's decision to control the Internet. Americans, rather than so-called experts, deserve to use which services we desire. President Obama's decision to control the Internet is a betrayal of net neutrality. It stopped a market-based framework that worked exceptionally successfully for two decades with both parties' backing.",1.0
663,573865,2257307,"I'm concerned about the FCC rules on the Internet. I demand the FCC to repeal The previous administration's power grab to control the web. People like me, as opposed to the FCC Enforcement Bureau, should be empowered to enjoy which products they want. The previous administration's power grab to control the web is a distortion of net neutrality. It reversed a market-based framework that functioned very, very successfully for a long time with broad bipartisan consensus.",1.0
665,695760,2531279,"Dear Mr. Pai,  I'm contacting you about the FCC regulations on the Internet. I request you to repeal The previous administration's plan to control Internet access. Citizens, rather than the FCC Enforcement Bureau, should be free to enjoy the products they choose. The previous administration's plan to control Internet access is a exploitation  of net neutrality. It stopped a pro-consumer system that performed exceptionally successfully for two decades with broad bipartisan backing.",1.0
666,919314,2844711,"FCC:  I'm contacting you about the Open Internet order. I'd like to urge Ajit Pai to reverse The previous administration's plan to take over broadband. Internet users, as opposed to unelected bureaucrats, should use whichever products they want. The previous administration's plan to take over broadband is a corruption of the open Internet. It broke a market-based approach that worked very, very successfully for a long time with broad bipartisan consensus.",1.0
667,1733381,7058601,"Internet is a free thing, should stay a free thing, this isn't something that should be caged and used inappropriately, if it is allowed to work like this then politicians will have too much power. This is plain stupid, Start using your brains you silly Americans. #NetNeutrality",1.0
668,1584426,4884252,"Chairman Pai:  I am concerned about Net neutrality. I would like to request you to undo President Obama's order to take over the web. People like me, not the FCC Enforcement Bureau, should be free to select whatever products they choose. President Obama's order to take over the web is a corruption of the open Internet. It disrupted a market-based policy that performed very, very successfully for decades with Republican and Democrat consensus.",1.0
671,1301522,3415000,"With respect to Internet freedom. I strongly advocate the government to repeal Tom Wheeler's scheme to regulate Internet access. People like me, not the FCC Enforcement Bureau, ought to use the products they desire. Tom Wheeler's scheme to regulate Internet access is a perversion of net neutrality. It undid a light-touch approach that functioned supremely successfully for decades with both parties' backing.",1.0
